leaid,district_name,fips_state,state_code,fiscal_year,total_revenue_000s,federal_revenue_000s,state_revenue_000s,local_revenue_000s,total_expenditure_000s,current_exp_elem_secondary_000s,instruction_expenditure_000s,support_services_expenditure_000s,capital_outlay_000s,total_salaries_000s,instruction_salaries_000s,total_benefits_000s
0102790,PIKE COUNTY SCHOOL DISTRICT,1,1,24,37927,7698,20544,9685,36079,32583,15946,14648,1839,2170,15946,2
0102480,MORGAN COUNTY SCHOOL DISTRICT,1,1,24,131128,15892,67744,47492,130147,95184,53586,34805,30428,7664,53586,3
0102850,ROANOKE CITY SCHOOL DISTRICT,1,1,24,22461,4317,13959,4185,21883,19294,11364,6575,1640,1427,11364,0
0101290,ELMORE COUNTY SCHOOL DISTRICT,1,1,24,181134,32539,103302,45293,168929,143915,81852,46365,11971,11820,81852,14
0101710,HALE COUNTY SCHOOL DISTRICT,1,1,24,39906,11094,22180,6632,36244,32292,16436,12960,2906,2248,16436,0
0100008,MADISON CITY SCHOOL DISTRICT,1,1,24,230444,8531,113916,107997,187337,158631,91275,60755,18027,12736,91275,23
0102520,MUSCLE SHOALS CITY SCHOOL DISTRICT,1,1,24,49217,4480,26362,18375,45490,40420,23259,14495,3485,2937,23259,10
0100540,CALHOUN COUNTY SCHOOL DISTRICT,1,1,24,126310,15417,79667,31226,115004,101146,54876,39045,9874,8021,54876,0
0100011,LEEDS CITY SCHOOL DISTRICT,1,1,24,40060,4125,22276,13659,32639,27493,15041,10970,2060,2244,15041,2
0100012,BOAZ CITY SCHOOL DISTRICT,1,1,24,42739,5612,24489,12638,38910,33302,18093,12502,3881,2554,18093,2
0100013,TRUSSVILLE CITY SCHOOL DISTRICT,1,1,24,91534,3048,49334,39152,80225,67075,35595,27701,10323,5012,35595,0
0100185,SARALAND CITY SCHOOLS,1,1,24,54679,3779,31898,19002,49940,42304,21043,19071,4838,3488,21043,6
0100188,CHICKASAW CITY SCHOOLS,1,1,24,32148,4136,23486,4526,31203,27399,19352,6867,2787,2559,19352,0
0100189,SATSUMA CITY SCHOOL DISTRICT,1,1,24,26275,2308,17118,6849,25266,20141,9706,9309,4730,1494,9706,0
0100195,PIKE ROAD SCHOOL DISTRICT,1,1,24,46569,1234,27419,17916,47389,31115,17518,11726,11555,2787,17518,0
0100194,PELHAM CITY SCHOOLS BOARD OF EDUCATION,1,1,24,64234,3804,29009,31421,51911,46829,25635,18501,3003,3448,25635,0
0100190,ALABASTER CITY SCHOOL DISTRICT,1,1,24,110904,7978,56969,45957,115803,94095,53102,34757,15528,6348,53102,0
0100202,GULF SHORES CITY SCHOOL DISTRICT,1,1,24,45442,2708,18115,24619,38621,35671,20976,13262,1445,2644,20976,7
0200150,KETCHIKAN-GATEWAY BOROUGH SCHOOL DISTRICT,2,2,24,50371,4385,30919,15067,53475,51493,30988,19374,1724,2049,29350,0
0200210,JUNEAU BOROUGH SCHOOL DISTRICT,2,2,24,95371,8051,42682,44638,90733,87836,47792,37716,1215,4265,45562,0
0200090,CRAIG CITY SCHOOL DISTRICT,2,2,24,9059,2038,6201,820,10299,9434,4263,4872,865,696,4064,0
0200715,TANANA CITY SCHOOL DISTRICT,2,2,24,895,190,694,11,1616,1616,461,1092,0,32,445,0
0200030,BRISTOL BAY BOROUGH SCHOOL DISTRICT,2,2,24,6022,2012,1937,2073,7451,7262,2786,4125,189,118,2694,0
0200270,HAINES BOROUGH SCHOOL DISTRICT,2,2,24,7288,691,4397,2200,7455,6970,4103,2482,151,272,3898,0
0200625,NORTHWEST ARCTIC BOROUGH SCHOOLS,2,2,24,93104,32146,48747,12211,93445,88522,29425,54364,3226,2009,28016,0
0200510,MATANUSKA SUSITNA BOROUGH SCHOOL DISTRICT,2,2,24,356045,45703,229810,80532,360164,334781,184407,141574,16084,19421,175873,0
0200610,NORTH SLOPE BOROUGH SCHOOLS,2,2,24,94891,17477,25484,51930,91971,91472,35981,46254,251,1969,34496,0
0200770,DENALI BOROUGH SCHOOL DISTRICT,2,2,24,11443,614,7914,2915,12389,10867,6084,4783,1522,924,5865,0
0200570,NOME CITY SCHOOL DISTRICT,2,2,24,17967,2638,10867,4462,19684,19258,8562,9782,399,710,8224,0
0200450,KLAWOCK CITY SCHOOL DISTRICT,2,2,24,6179,3336,2410,433,5848,5321,3361,1722,527,133,3225,0
0200600,FAIRBANKS N STAR BOROUGH SCHOOL DISTRICT,2,2,24,243085,48612,133408,61065,232545,229965,123041,100091,579,12541,116961,0
0200480,KODIAK ISLAND BOROUGH SCHOOL DISTRICT,2,2,24,60628,8578,38859,13191,61065,59331,30017,27576,347,2162,28596,0
0200007,ALEUTIANS EAST BOROUGH SCHOOL DISTRICT,2,2,24,10083,3647,4953,1483,11339,11154,4876,5842,0,205,4661,0
0200130,GALENA CITY SCHOOL DISTRICT,2,2,24,60623,3116,56040,1467,65245,55829,29644,24074,9136,7768,28942,0
0200390,KENAI PENINSULA BOROUGH SCHOOL DISTRICT,2,2,24,175905,22061,92851,60993,175235,172145,101144,66542,2444,8499,96150,0
0200720,UNALASKA CITY SCHOOL DISTRICT,2,2,24,11202,533,4526,6143,10986,9571,5264,3528,396,352,5005,0
0200630,PELICAN CITY SCHOOL DISTRICT,2,2,24,570,63,461,46,674,603,274,322,71,15,264,0
0200360,KAKE CITY SCHOOL DISTRICT,2,2,24,4802,1559,2660,583,4823,4498,1967,2255,316,107,1885,0
0200180,ANCHORAGE SCHOOL DISTRICT,2,2,24,805025,131857,420714,252454,852820,747835,425925,299161,99417,43363,405551,0
0200240,SITKA BOROUGH SCHOOLS,2,2,24,28739,2397,15710,10632,28609,27271,17255,9492,179,1143,16449,0
0200780,VALDEZ CITY SCHOOL DISTRICT,2,2,24,20618,1014,7881,11723,20190,17378,9837,6550,578,573,9372,0
0200300,HOONAH CITY SCHOOL DISTRICT,2,2,24,5309,1590,2821,898,5776,5592,2708,2753,184,113,2616,0
0200540,NENANA CITY SCHOOL DISTRICT,2,2,24,18108,1384,15815,909,17773,17487,10522,6650,286,2164,10241,0
0200330,HYDABURG CITY SCHOOL DISTRICT,2,2,24,4738,2477,1968,293,4604,4547,2549,1800,57,116,2492,0
0200060,CORDOVA CITY SCHOOL DISTRICT,2,2,24,9438,983,5957,2498,8224,7995,4185,3306,45,362,3964,0
0200485,LAKE AND PENINSULA BOROUGH SCHOOLS,2,2,24,19765,5587,10710,3468,20661,20058,9521,9878,260,332,9033,0
0200120,DILLINGHAM CITY SCHOOL DISTRICT,2,2,24,15305,5330,7301,2674,15920,15114,7387,7274,239,403,7110,0
0200680,ST MARYS SCHOOL DISTRICT,2,2,24,7432,2692,4296,444,9378,9146,4218,4313,232,191,4093,0
0200840,YAKUTAT SCHOOL DISTRICT,2,2,24,2654,497,1359,798,2824,2741,1519,1217,79,106,1466,0
0200690,SKAGWAY SCHOOL DISTRICT,2,2,24,4525,130,1669,2726,4785,4609,2976,1408,176,145,2848,0
0200730,CHATHAM REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,2,24,6665,2640,3760,265,7507,7385,4540,2639,122,163,4406,0
0200005,KASHUNAMIUT SCHOOL DISTRICT,2,2,24,13540,8300,4769,471,13329,12725,5051,6476,360,328,4855,0
0200004,YUPIIT SCHOOLS,2,2,24,22056,12357,9309,390,22466,20072,9235,9310,2394,506,8850,0
0200700,SOUTHEAST ISLANDS REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,2,24,10274,1965,7974,335,11626,8760,3601,4790,2866,194,3470,0
0200001,LOWER KUSKOKWIM REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,2,24,168347,57572,105435,5340,234353,177717,51055,119069,56460,3917,48826,0
0200862,YUKON-KOYUKUK REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,2,24,61211,13963,40949,6299,67040,47321,29620,16457,19719,3620,28861,0
0200760,KUSPUK REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,2,24,15195,6627,7996,572,21257,19287,7469,10839,1970,325,7204,0
0200020,BERING STRAIT REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,2,24,72258,32306,35018,4934,96615,89962,47263,39223,6653,1783,45659,0
0200800,CHUGACH REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,2,24,10522,1704,7762,1056,11153,8791,4105,4659,2359,635,3985,0
0200003,LOWER YUKON REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,2,24,94980,53625,39260,2095,95322,88149,31383,52409,7173,2045,29835,0
0200775,YUKON FLATS REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,2,24,11695,6114,4755,826,16143,14009,4930,8590,2134,190,4739,0
0200525,ANNETTE ISLAND REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,2,24,14843,9479,4484,880,13330,11525,5886,4887,1765,314,5652,0
0200010,ALEUTIAN REGION SCHOOL DISTRICT,2,2,24,1273,174,1018,81,1335,1335,250,1079,0,10,243,0
0200710,SOUTHWEST REGION SCHOOLS,2,2,24,26408,13976,10906,1526,26432,26085,8823,15646,347,627,8516,0
0200070,COPPER RIVER REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,2,24,9301,2037,7086,178,9826,9557,4842,4474,269,423,4582,0
0200670,PRIBILOF ISLANDS REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,2,24,2817,1036,1141,640,2810,2533,922,1570,87,58,888,0
0200050,ALASKA GATEWAY REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,2,24,16488,5077,11157,254,17775,17193,7964,8285,582,369,7632,0
0200520,IDITAROD REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,2,24,9481,2773,6470,238,10679,10285,4200,5593,394,324,4060,0
0200100,DELTA-GREELY REGIONAL EDUCATIONAL ATTENDANCE AREA (REAA),2,2,24,15623,1926,13042,655,14848,14543,8430,5791,304,1006,8084,0
0200810,WRANGELL CITY SCHOOL DISTRICT,2,2,24,6615,690,4017,1908,6468,6223,3417,2757,245,271,3278,0
0200660,PETERSBURG CITY SCHOOL DISTRICT,2,2,24,13123,1730,7957,3436,12150,11822,6510,4642,196,476,6224,0
0200006,MOUNT EDGECUMBE HIGH SCHOOL AGENCY,2,2,24,13936,4749,9187,0,16252,13621,7326,5982,2631,401,7127,0
0405500,NAVAJO COUNTY ACCOMMODATION DISTRICT #99,4,3,24,465,67,324,74,454,405,164,241,49,20,164,0
0400630,ALPINE ELEM SCHOOL DISTRICT 7,4,3,24,1534,213,717,604,1318,1272,820,452,46,56,820,0
0402190,CONCHO SCHOOL DISTRICT 6,4,3,24,4539,436,2688,1415,3815,3530,1426,1961,271,164,1426,0
0406740,SANDERS UNIFIED SCHOOL DISTRICT 18,4,3,24,17515,10290,6824,401,16965,14283,5674,7982,2681,659,5674,0
0407130,ROUND VALLEY UNIFIED SCHOOL DISRICT 10,4,3,24,21119,3630,5246,12243,21858,16957,9151,7266,4901,1287,9151,0
0400750,APACHE SCHOOL DISTRICT 42,4,3,24,309,50,108,151,283,280,130,150,3,12,130,0
0401330,BOWIE SCHOOL DISTRICT 14,4,3,24,2072,280,400,1392,1957,1797,736,982,160,58,736,0
0402490,DOUBLE ADOBE SCHOOL DISTRICT 45,4,3,24,951,343,401,207,571,526,294,232,45,39,294,0
0408600,TOMBSTONE SCHOOL DISTRICT 1,4,3,24,17346,2075,12779,2492,17904,11638,5605,5566,6244,876,5605,0
0407240,SAFFORD SCHOOL DISTRICT 1,4,3,24,34175,3336,22330,8509,35515,31127,18199,11908,4224,2895,18199,0
0401380,BUCKEYE SCHOOL DISTRICT 33,4,3,24,79107,10074,50772,18261,71321,62958,32445,26190,4321,5810,32445,634
0404320,LIBERTY SCHOOL DISTRICT 25,4,3,24,57674,5867,34282,17525,55833,48800,26779,20215,4886,4444,26779,1346
0408820,UNION SCHOOL DISTRICT 62,4,3,24,21993,3877,13258,4858,26195,19776,9637,8757,5736,1663,9637,340
0407170,SADDLE MOUNTAIN UNIFIED SCHOOL DISTRICT,4,3,24,44413,4625,7707,32081,42054,36228,17814,16390,3794,3245,17814,547
0403660,HACKBERRY SCHOOL DISTRICT 3,4,3,24,1323,196,259,868,1273,1202,461,672,42,48,461,0
0405730,OWENS WHITNEY SCHOOL DISTRICT 6,4,3,24,1047,57,435,555,601,507,227,241,94,12,227,0
0408880,VALENTINE SCHOOL DISTRICT 22,4,3,24,2379,1236,876,267,2091,1894,977,913,123,89,977,0
0409460,WINSLOW UNIFIED SCHOOL DISTRICT 1,4,3,24,31001,11735,15317,3949,26113,21879,11026,9686,4234,1874,11026,0
0400790,APACHE JUNCTION UNIFIED SCHOOL DISTRICT 43,4,3,24,53429,11880,25069,16480,42638,33042,16927,14423,9141,2710,16927,925
0404720,MARICOPA SCHOOL DISTRICT 20,4,3,24,128706,16492,85260,26954,111769,99319,51794,42520,11631,9225,51794,1763
0407530,SANTA CRUZ VALLEY UNION HIGH SCHOOL DISTRICT 840,4,3,24,6581,599,2191,3791,5691,5132,2114,2703,423,415,2114,0
0407920,SONOITA SCHOOL DISTRICT 25,4,3,24,3192,519,824,1849,2705,2570,1350,1065,135,134,1350,0
0402220,CONGRESS SCHOOL DISTRICT 17,4,3,24,2750,494,1014,1242,2682,2284,1248,901,398,106,1248,0
0409360,WILLIAMSON VALLEY SCHOOL DISTRICT 2,4,3,24,385,2,85,298,578,345,239,106,6,0,239,0
0403240,GADSDEN SCHOOL DISTRICT 32,4,3,24,67161,18813,45313,3035,65876,60106,28657,25967,5464,5170,28657,0
0409630,YUMA UNION HIGH SCHOOL DISTRICT 70,4,3,24,156820,25076,95386,36358,148733,119815,56613,56908,27361,11369,56613,625
0400005,SALOME SCHOOL DISTRICT 30,4,3,24,2243,420,551,1272,2538,2296,1006,1096,232,109,1006,0
0402130,COCHISE ELEMENTARY SCH DISTRICT 26,4,3,24,2232,114,319,1799,1974,1867,1023,769,107,81,1023,0
0402530,DOUGLAS UNIFIED SCHOOL DISTRICT 27,4,3,24,55733,15410,34497,5826,54295,45570,25373,17851,8255,3725,25373,0
0404920,MCNEAL SCHOOL DISTRICT 55,4,3,24,1083,223,579,281,885,836,343,430,49,39,343,0
0406630,POMERENE SCHOOL DISTRICT 64,4,3,24,1707,271,1091,345,1696,1489,769,621,207,115,769,0
0404530,MAINE CONSOLIDATED SCHOOL DISTRICT 10,4,3,24,3406,678,1236,1492,2964,2798,1506,1157,142,126,1506,0
0401920,CHEVELON BUTTE SCHOOL DISTRICT 5,4,3,24,536,0,32,504,597,589,15,574,0,0,15,0
0405030,MIAMI UNIFIED SCHOOL DISTRICT 40,4,3,24,14176,4152,4539,5485,13368,10730,4949,5348,2588,927,4949,0
0401260,BONITA SCHOOL DISTRICT 16,4,3,24,2130,194,974,962,2271,2127,1256,790,144,82,1256,0
0407860,SOLOMONVILLE SCHOOL DISTRICT 5,4,3,24,2661,450,1412,799,2359,2197,1088,927,162,179,1088,0
0401230,BLUE SCHOOL DISTRICT 22,4,3,24,418,268,103,47,375,170,137,33,201,13,137,0
0402600,DUNCAN UNIFIED SCHOOL DISTRICT 2,4,3,24,5808,864,3148,1796,5419,4471,1985,2257,942,374,1985,0
0400480,AGUILA SCHOOL DISTRICT 63,4,3,24,2416,708,1367,341,2363,2023,1112,763,165,146,1112,0
0401050,BALSZ SCHOOL DISTRICT 31,4,3,24,47799,13185,19810,14804,49722,38083,14380,21580,10214,2092,14380,59
0401680,CARTWRIGHT SCHOOL DISTRICT 83,4,3,24,194375,48873,111647,33855,189589,159391,82114,65309,21201,13720,82114,1325
0401870,CHANDLER UNIFIED SCHOOL DISTRICT 80,4,3,24,598938,60833,288899,249206,607874,485647,270325,190588,87721,42832,270325,5478
0403400,GILBERT SCHOOL DISTRICT 41,4,3,24,429641,25615,227570,176456,412482,353168,204939,132971,39890,32402,204939,4310
0404230,KYRENE SCHOOL DISTRICT 28,4,3,24,207113,18535,86930,101648,216776,151202,85884,60328,31575,13800,85884,655
0404380,LITCHFIELD ELEMENTARY SCHOOL DISTRICT 79,4,3,24,135400,15011,73548,46841,126231,112041,65272,41879,8770,10734,65272,776
0405100,MOBILE ELEMENTARY SCHOOL DISTRICT 86,4,3,24,1225,77,432,716,1192,940,438,441,252,31,438,0
0405460,NADABURG SCHOOL DISTRICT 81,4,3,24,43794,2807,33150,7837,44254,15535,8362,6281,27445,1439,8362,126
0405670,OSBORN SCHOOL DISTRICT 8,4,3,24,44203,10972,12148,21083,39468,34749,16386,16105,3090,2425,16386,389
0406210,PENDERGAST SCHOOL DISTRICT 92,4,3,24,110872,17596,64051,29225,128012,92947,47118,39186,30777,8251,47118,918
0406250,PEORIA UNIFIED SCHOOL DISTRICT 11,4,3,24,458890,56369,264734,137787,417506,385384,217666,151483,23708,35466,217666,10710
0406810,QUEEN CREEK SCHOOL DISTRICT 95,4,3,24,226940,11408,140529,75003,203798,136585,74984,55795,54289,14503,74984,4098
0407570,SCOTTSDALE UNIFIED SCHOOL DISTRICT 48,4,3,24,329091,29084,77338,222669,328009,253608,135228,107206,53567,20940,135228,2320
0408340,TEMPE UNION HIGH SCHOOL DISTRICT 213,4,3,24,187618,15679,53276,118663,189596,147057,69970,72303,37066,12002,69970,1379
0408520,TOLLESON UNION HIGH SCHOOL DISTRICT 214,4,3,24,225321,19122,102546,103653,210884,160255,83671,69522,38775,13665,83671,1538
0403820,HOLBROOK UNIFIED SCHOOL DISTRICT 3,4,3,24,41291,16748,20072,4471,33236,26603,13860,11144,6590,1838,13860,0
0407820,SNOWFLAKE UNIFIED SCHOOL DISTRICT 5,4,3,24,32828,4284,23914,4630,29965,24190,13813,9564,5739,2831,13813,0
0409160,WHITERIVER UNIFIED SCHOOL DISTRICT 20,4,3,24,63071,35778,22573,4720,60685,31508,15789,14186,29177,2322,15789,0
0400026,HEBER OVERGAARD SCHOOL DISTRICT,4,3,24,8867,1588,2537,4742,6914,6324,3331,2673,415,514,3331,0
0402820,EMPIRE SCHOOL DISTRICT 37,4,3,24,299,0,70,229,470,238,232,6,0,0,232,0
0403950,INDIAN OASIS-BABOQUIVARA UNIFIED SCHOOL DISTRICT 40,4,3,24,55622,36001,18972,649,33475,21014,6982,13224,12375,1057,6982,0
0404570,MAMMOTH-SAN MANUEL UNIFIED SCHOOL DISTRICT 8,4,3,24,7845,1545,4586,1714,7436,6975,3506,3147,321,519,3506,0
0407200,SACATON SCHOOL DISTRICT 18,4,3,24,19637,14483,5090,64,17265,13187,5681,6838,4073,538,5681,604
0408550,TOLTEC SCHOOL DISTRICT 22,4,3,24,15713,4269,8955,2489,13685,12551,6954,4754,993,1252,6954,0
0407500,SANTA CRUZ ELEMENTARY SCHOOL DISTRICT 28,4,3,24,3830,1621,1539,670,2666,2622,1295,1178,44,176,1295,0
0401000,BAGDAD UNIFIED SCHOOL DISTRICT 20,4,3,24,10358,435,1810,8113,9965,7764,4243,3259,2197,553,4243,0
0401650,CANON ELEMENTARY SCHOOL DISTRICT 50,4,3,24,3047,1112,1389,546,2477,2300,1080,1086,177,128,1080,12
0400003,CHINO VALLEY UNIFIED SCHOOL DISTRICT 51,4,3,24,40518,5012,27206,8300,40079,26876,13481,11974,12889,2343,13481,187
0402460,CROWN KING SCHOOL DISTRICT 41,4,3,24,248,77,27,144,267,239,147,92,28,9,147,0
0404820,MAYER UNIFIED SCHOOL DISTRICT 43,4,3,24,9343,2165,5394,1784,8295,7570,3645,3565,678,526,3645,93
0407630,SELIGMAN UNIFIED SCHOOL DISTRICT 40,4,3,24,10056,283,6706,3067,9372,4431,2111,2129,4939,193,2111,0
0409510,YARNELL SCHOOL DISTRICT 52,4,3,24,2468,238,1583,647,2331,1322,419,837,1009,40,419,0
0405070,MINGUS UNION HIGH SCHOOL DISTRICT 4,4,3,24,16095,1539,7615,6941,15162,14150,7755,6059,808,1209,7755,195
0402400,CRANE SCHOOL DISTRICT 13,4,3,24,70653,16840,46618,7195,66044,59542,28925,24590,5637,5873,28925,0
0403900,HYDER SCHOOL DISTRICT 16,4,3,24,3467,321,648,2498,2911,2733,1147,1416,153,93,1147,0
0409090,WELLTON SCHOOL DISTRICT 24,4,3,24,2682,594,1367,721,2527,2455,1278,1026,72,184,1278,0
0401290,BOUSE SCHOOL DISTRICT 26,4,3,24,2323,180,1152,991,1771,1210,522,614,561,46,522,0
0405980,PARKER SCHOOL DISTRICT 27,4,3,24,32889,14046,16571,2272,30291,23276,12178,10164,7015,1721,12178,0
0409120,WENDEN SCHOOL DISTRICT 19,4,3,24,1697,230,480,987,1741,1687,746,789,54,79,746,0
0403860,MARICOPA COUNTY REGIONAL SCHOOL DISTRICT,4,3,24,4723,2633,1738,352,3017,2767,1186,1547,187,83,1186,0
0403290,GANADO UNIFIED SCHOOL DISTRICT 20,4,3,24,30835,18318,11510,1007,24716,19797,8374,10359,4904,1091,8374,0
0403200,FT THOMAS SCHOOL DISTRICT 7,4,3,24,18152,10517,7140,495,15686,13390,7205,5586,1923,624,7205,0
0404410,LITTLEFIELD SCHOOL DISTRICT 9,4,3,24,5258,1079,3094,1085,5092,4736,2454,2030,356,348,2454,0
0400607,EAGLE ELEMENTARY DISTRICT 45,4,3,24,5,5,0,0,9,9,0,9,0,0,0,0
0402740,MARY C OBRIEN ACCOMMODATION DISTRICT,4,3,24,6750,326,2282,4142,6729,6207,2689,3256,444,197,2689,0
0408680,TUBA CITY UNIFIED SCHOOL DISTRICT 15,4,3,24,38685,23090,14225,1370,33212,27818,11118,14976,5263,1433,11118,0
0409310,WILLIAMS SCHOOL DISTRICT 2,4,3,24,11867,4084,2570,5213,10807,9158,4760,4052,1649,662,4760,78
0405760,TONTO SCHOOL DISTRICT 33,4,3,24,2059,296,676,1087,1572,1521,578,770,51,80,578,0
0406960,SAN CARLOS UNIFIED SCHOOL DISTRICT 20,4,3,24,33512,19161,13426,925,32823,26662,10621,14395,6126,1410,10621,0
0406440,PIMA UNIFIED SCHOOL DISTRICT 6,4,3,24,18376,1285,15690,1401,17583,11801,7781,3751,5141,1080,7781,0
0401940,CHINLE UNIFIED SCHOOL DISTRICT 24,4,3,24,92207,60310,29160,2737,100666,63136,31165,28523,37341,3026,31165,0
0404860,MCNARY SCHOOL DISTRICT 23,4,3,24,4179,2634,1489,56,5687,4624,2314,2069,676,173,2314,0
0408080,ST JOHNS UNIFIED SCHOOL DISTRICT 1,4,3,24,13300,1652,4125,7523,12975,11242,5746,5061,1717,915,5746,0
0409430,WINDOW ROCK CONSOLIDATED SCHOOL DISTRICT 8,4,3,24,43177,24413,16599,2165,38914,30977,12707,17107,6931,1721,12707,0
0400022,VERNON ELEMENTARY SCHOOL DISTRICT 9,4,3,24,3124,771,1287,1066,2636,2417,1163,1169,219,127,1163,0
0401460,SIERRA VISTA UNIFIED SCHOOL DISTRICT 68,4,3,24,68239,10072,39102,19065,71260,55882,24190,29726,13632,4461,24190,0
0405430,NACO SCHOOL DISTRICT 23,4,3,24,3980,307,3439,234,3874,2952,1521,1262,918,273,1521,0
0408910,VALLEY UNION HIGH SCHOOL DISTRICT 22,4,3,24,2233,145,426,1662,2413,2308,1152,981,102,87,1152,0
0402860,FLAGSTAFF SCHOOL DISTRICT 1,4,3,24,134259,20611,33638,80010,131175,110297,55877,50459,14667,8820,55877,0
0400600,ALHAMBRA ELEM SCHOOL DISTRICT 68,4,3,24,175115,66514,81126,27475,164016,141814,73590,58737,21290,9854,73590,1555
0401410,BUCKEYE UNION HIGH SCHOOL DISTRICT 201,4,3,24,81290,6119,40986,34185,72053,62417,32387,26978,7078,5503,32387,3154
0400001,CAVE CREEK UNIFIED SCHOOL DISTRICT 93,4,3,24,59186,6879,15933,36374,51918,44376,22110,20384,4052,4214,22110,827
0403310,GILA BEND UNIFIED SCHOOL DISTRICT 24,4,3,24,10029,2840,1480,5709,7429,6129,2781,2957,482,516,2781,0
0403450,GLENDALE UNION HIGH SCHOOL DISTRICT 205,4,3,24,251318,41598,135737,73983,229050,187854,105823,74828,33826,16407,105823,3802
0403960,ISAAC SCHOOL DISTRICT 5,4,3,24,96154,34945,42794,18415,112153,85767,44427,35458,25781,4826,44427,401
0404290,LAVEEN SCHOOL DISTRICT 59,4,3,24,107775,15875,63692,28208,93350,81376,42375,32630,8949,7954,42375,646
0404440,LITTLETON ELEMENTARY SCHOOL DISTRICT 65,4,3,24,85131,17432,47289,20410,74638,63889,32642,25592,8801,5940,32642,1189
0404500,MADISON ELEMENTARY SCHOOL DISTRICT 38,4,3,24,94010,7946,27531,58533,102950,65967,30950,30690,25190,5874,30950,514
0404970,MESA UNIFIED SCHOOL DISTRICT,4,3,24,865120,159625,423303,282192,830963,690440,360934,294950,120183,57204,360934,222
0405340,MORRISTOWN SCHOOL DISTRICT 75,4,3,24,2099,330,1080,689,2091,2014,1119,762,60,143,1119,72
0406300,PHOENIX ELEMENTARY SCHOOL DISTRICT 1,4,3,24,107518,31032,25006,51480,127881,99032,49040,44356,18277,5034,49040,593
0406330,PHOENIX UNION HIGH SCHOOL DISTRICT 210,4,3,24,602768,137343,168027,297398,469832,380948,181531,183252,72749,26753,181531,5243
0407020,RIVERSIDE SCHOOL DISTRICT 2,4,3,24,21888,2639,1130,18119,19722,12021,4881,6214,5387,813,4881,348
0407080,ROOSEVELT SCHOOL DISTRICT 66,4,3,24,150632,40733,57201,52698,147711,115674,50533,58300,26895,7274,50533,2434
0407680,SENTINEL SCHOOL DISTRICT 71,4,3,24,1597,77,377,1143,1912,1650,587,962,262,34,587,0
0408430,PALOMA SCHOOL DISTRICT 94,4,3,24,3458,997,403,2058,3853,2433,1210,1044,1083,115,1210,0
0408490,TOLLESON ELEMENTARY SCHOOL DISTRICT 17,4,3,24,42513,9249,20792,12472,39189,34066,17022,13762,3725,2833,17022,0
0409060,WASHINGTON SCHOOL DISTRICT 6,4,3,24,322493,97355,150983,74155,293298,247100,135119,92856,39632,18766,135119,6256
0409390,WILSON SCHOOL DISTRICT 7,4,3,24,21186,5149,7690,8347,18249,15511,7824,6927,2496,975,7824,0
0403040,FOUNTAIN HILLS SCHOOL DISTRICT 98,4,3,24,17676,2658,4628,10390,19643,17345,7429,9539,2149,1153,7429,283
0400295,KINGMAN UNIFIED SCHOOL DISTRICT 20,4,3,24,86943,11346,44697,30900,77057,69302,34809,31797,5250,7263,34809,0
0405190,MOHAVE VALLEY SCHOOL DISTRICT 16,4,3,24,23160,8625,10168,4367,16521,13674,6621,6245,2841,1264,6621,0
0408640,TOPOCK SCHOOL DISTRICT 12,4,3,24,3336,477,2190,669,3276,1883,889,873,1393,100,889,0
0404010,JOSEPH CITY SCHOOL DISTRICT 2,4,3,24,9247,1892,2251,5104,8688,7380,3179,3873,1217,440,3179,0
0407700,SHOW LOW UNIFIED SCHOOL DISTRICT 10,4,3,24,45009,8667,26070,10272,40673,25711,13330,11215,14661,2465,13330,0
0400023,PINON SCHOOL UNIFIED SCHOOL DISTRICT 4,4,3,24,36677,25677,10497,503,27512,24896,8569,15006,2615,1039,8569,0
0403010,FLOWING WELLS SCHOOL DISTRICT 8,4,3,24,74449,15427,42021,17001,71591,60518,32935,23855,8545,5287,32935,429
0406930,REDINGTON SCHOOL DISTRICT 44,4,3,24,121,0,7,114,6,6,0,6,0,0,0,0
0407380,SAN FERNANDO SCHOOL DISTRICT 35,4,3,24,485,163,34,288,537,422,234,182,115,17,234,0
0408170,SUNNYSIDE SCHOOL DISTRICT 12,4,3,24,177300,36303,108850,32147,163730,149043,74569,65693,11131,14144,74569,0
0404770,ALTAR VALLEY SCHOOL DISTRICT 51,4,3,24,9134,2026,4653,2455,8215,7164,2919,3680,785,537,2919,31
0408800,TUCSON UNIFIED SCHOOL DISTRICT 1,4,3,24,623445,138435,268899,216111,612527,559353,273657,259275,38445,40929,273657,0
