ceeb,school_name,state,sector,score_default,tier_default,score_B_qualdensity,tier_B_qualdensity,score_v4_candidate,tier_v4_candidate,ap_qualifying_density
445340,PALMER H S,TX,public,-0.06383071869044797,Demanding,-0.06383071869044797,Demanding,-0.17439112362326653,Average,
445348,Pampa Academy of Christian Ed,,private,,,,,,,
445349,Pampa Christian School,,private,,,,,,,
445350,PAMPA H S,TX,public,-0.4193984510136468,Average,-0.4193984510136468,Average,-0.38026332905860843,Average,
445355,PANHANDLE H S,TX,public,0.6541705400276929,Very Demanding,0.6541705400276929,Very Demanding,0.3865020689122376,Demanding,
445360,PARADISE H S,TX,public,-0.38189771088983854,Average,-0.38189771088983854,Average,-0.34502045837921397,Average,
445363,CHISUM H S,TX,public,-0.06228262573059307,Demanding,-0.06228262573059307,Demanding,-0.1716352104825837,Average,
445364,Christian Fellowship Academy,,private,,,,,,,
445365,Lamar Christian Academy,,private,,,,,,,
445367,Pathway Christian Academy,,private,,,,,,,
445370,PARIS H S,TX,public,-0.071211150891635,Demanding,-0.1729956682987513,Average,-0.17772837212830744,Average,1.503027267645745
445371,Harvest Christian Academy,,private,,,,,,,
445373,SAM RAYBURN H S,TX,public,-0.2099026172751526,Average,-0.04414896262246996,Demanding,-0.0527962415674356,Average,0.6798820571306046
445374,Apostolic Christian Academy,,private,,,,,,,
445375,PASADENA H S,TX,public,-0.2898841845414829,Average,-0.19396666516498173,Average,-0.20922725674319187,Average,0.9650400859655052
445377,Fairmont Christian Academy,,private,,,,,,,
445378,Agape Christian Academy,,private,,,,,,,
445380,First Baptist Christian Academ,,private,,,,,,,
445381,Apostolic Lighthouse Academy,,private,,,,,,,
445382,Faith Christian Academy,,private,,,,,,,
445385,ROYAL H S,TX,public,-0.8245483052780893,Below Average,-0.7140854882317937,Average,-0.7229810101288728,Below Average,0.4619824418722484
445390,PRAIRILAND H S,TX,public,0.014838843753465662,Demanding,0.014838843753465662,Demanding,-0.15420290241013765,Average,
445404,Eagle Heights Christian Acdmy,,private,,,,,,,
445410,PEARLAND H S,TX,public,0.2117730266163462,Demanding,0.4149522425789444,Demanding,0.40183440230294293,Demanding,3.1720029359067703
445415,PEARSALL H S,TX,public,-0.8292957441473096,Below Average,-0.8292957441473096,Below Average,-0.7369169353805932,Below Average,
445425,PEASTER H S,TX,public,-0.05800042003269061,Demanding,-0.05800042003269061,Demanding,0.010386580239832776,Demanding,
445440,PECOS H S,TX,public,0.16083501895796223,Demanding,0.16083501895796223,Demanding,0.17186312636578724,Demanding,
445470,PERRYTON H S,TX,public,-0.04420941906392713,Demanding,-0.04420941906392713,Demanding,-0.1028508558208738,Average,
445480,PETROLIA JUNIOR HIGH/HIGH SCHOOL,TX,public,-0.7656168361105181,Below Average,-0.7656168361105181,Below Average,-0.5853052477612813,Average,
445490,PETTUS SECONDARY,TX,public,-1.2108137979721199,Below Average,-1.2108137979721199,Below Average,-0.595966516418707,Below Average,
445499,HENDRICKSON H S,TX,public,0.3541196691428966,Demanding,0.5359452351179178,Very Demanding,0.5162812183598384,Demanding,3.1621586083327795
445500,PFLUGERVILLE H S,TX,public,0.21922530111886207,Demanding,0.4357082123480205,Demanding,0.4172250700659454,Demanding,2.9724651212072444
445501,Oratory Athenaeum Univ Prep,,private,,,,,,,
445502,BUELL CENTRAL DAEP,TX,public,-1.07449775440834,Below Average,-1.07449775440834,Below Average,-0.8595179405111085,Below Average,
445503,Grace Christian School,,private,,,,,,,
445505,PSJA EARLY COLLEGE H S,TX,public,-0.8335342734508613,Below Average,-0.6215612948519728,Average,-0.6704141521754091,Below Average,0.5731111546356652
445507,VALLEY VIEW H S,TX,public,0.1524785769471826,Demanding,0.1524785769471826,Demanding,0.013401297116441637,Demanding,
445509,IDEA COLLEGE PREPARATORY PHARR,TX,public,1.4949549522902281,Most Demanding,2.02487174037377,Most Demanding,1.6195261828631136,Very Demanding,2.862554204432734
445520,PILOT POINT H S,TX,public,-0.5925407967248164,Average,-0.5925407967248164,Average,-0.47428589247427905,Average,
445530,WEST SABINE H S,TX,public,0.2653928174526189,Demanding,0.2653928174526189,Demanding,0.15245243387702742,Demanding,
445531,New Hope Christian School,,private,,,,,,,
445540,PITTSBURG H S,TX,public,0.12064151155015611,Demanding,0.12064151155015611,Demanding,0.12552067379779241,Demanding,
445545,PLAINS H S,TX,public,0.0397853041672339,Demanding,0.0397853041672339,Demanding,-0.03413588303172414,Average,
445554,Plainview Christian Academy,,private,,,,,,,
445555,PLAINVIEW H S,TX,public,-0.6202940685058971,Average,-0.66286099318412,Average,-0.6301922615950084,Below Average,0.7749716702261874
445557,Bethany Christian School,,private,0.655791216228862,Very Demanding,0.655791216228862,Very Demanding,0.655791216228862,Demanding,
445558,Yorktown Education,,private,,,,,,,
445561,SHEPTON H S,TX,public,,,,,,,
445565,PLANO WEST SENIOR H S,TX,public,0.8294499406910893,Very Demanding,1.0337523089145666,Very Demanding,1.0337523089145666,Very Demanding,3.9724762701172027
445566,CLARK H S,TX,public,,,,,,,
445567,VINES H S,TX,public,,,,,,,
445568,WILLIAMS H S,TX,public,,,,,,,
445569,PLANO SR H S,TX,public,0.6035128803026427,Very Demanding,0.9360127389164387,Very Demanding,1.0677427848866432,Very Demanding,4.509503737356019
445570,PLEASANTON H S,TX,public,-0.34670312090986877,Average,-0.34670312090986877,Average,-0.23555990291086676,Average,
445574,Willow Bend Academy,,private,,,,,,,
445576,Great Lakes Academy,,private,,,,,,,
445577,Spring Creek Academy,,private,0.28941092253653866,Demanding,0.5091588158942872,Demanding,0.5091588158942872,Demanding,1.2291455414216532
445578,John Paul Ii High School,,private,0.7965533315040342,Very Demanding,1.0946100857248124,Very Demanding,1.0946100857248124,Very Demanding,3.8075294076938464
445579,LIBERTY H S,TX,public,1.2508865992784712,Very Demanding,1.6097292438874122,Most Demanding,1.5196899363249519,Very Demanding,5.375712717818541
445580,Poetry Community Christian Sch,,private,,,,,,,
445581,Einstein School,,private,-0.38821155955717224,Average,-0.38821155955717224,Average,-0.38821155955717224,Average,
445582,ACADEMY H S,TX,public,0.462141742790695,Demanding,0.15419810757123342,Demanding,0.0963922750062573,Demanding,1.1693480355672778
445584,Fusion Academy-Plano,,private,,,,,,,
445585,CENTRAL H S,TX,public,0.1771869010347483,Demanding,0.1771869010347483,Demanding,0.2979228913209641,Demanding,
445589,Faith Lutheran High School,,private,,,,,,,
445590,PONDER H S,TX,public,-0.21755375402681953,Average,-0.6006738925691038,Average,-0.558877555342327,Average,0.806268710681563
445595,POOLVILLE H S,TX,public,-0.8071201361629694,Below Average,-0.8071201361629694,Below Average,-0.6592329002223891,Below Average,
445597,PORT ARANSAS H S,TX,public,0.15574965706387892,Demanding,0.16036974374701554,Demanding,0.1387326769537457,Demanding,1.5136901144167645
445620,MEMORIAL H S,TX,public,-1.1698759424598681,Below Average,-0.976825940336999,Below Average,-0.9585486520700084,Below Average,0.3394470677594393
445623,United Christian Academy,,private,,,,,,,
445625,PORT ISABEL EARLY COLLEGE H S,TX,public,-0.5654422462558415,Average,-0.38592497724593966,Average,-0.44787853068670896,Average,0.7203295565188274
445630,CALHOUN H S,TX,public,-0.14829624535292363,Average,-0.17373766230803073,Average,-0.16070664990021233,Average,2.0578117224400048
445631,Cornerstone Christian Acad,,private,,,,,,,
445632,BOB HOPE H S,TX,public,0.12721861888332225,Demanding,0.12721861888332225,Demanding,0.03060387604028333,Demanding,
445640,PORT NECHES-GROVES H S,TX,public,-0.9931318690324382,Below Average,-0.9931318690324382,Below Average,-0.8769339548929179,Below Average,
445641,Joyful Sound Christian Academy,,private,,,,,,,
445643,Porter Christian Academy,,private,,,,,,,
445644,PORTER H S,TX,public,-0.4330185883505857,Average,-0.28828105856440644,Average,-0.28365220472722774,Average,1.2745896820066438
445645,POST H S,TX,public,-0.7152164770615299,Average,-0.7152164770615299,Average,-0.6798773018377035,Below Average,
445648,River Oaks Baptist Academy,,private,,,,,,,
445650,POTEET H S,TX,public,-0.8053173010231978,Below Average,-0.6579422629393784,Average,-0.6518400089997065,Below Average,0.17532394485222946
445652,Tri-Cities Chrn Sch,,private,,,,,,,
445655,POTH H S,TX,public,-0.31638422810777694,Average,-0.31638422810777694,Average,-0.30522295564058494,Average,
445658,POTTSBORO H S,TX,public,0.17652836839487637,Demanding,0.17652836839487637,Demanding,0.12933106687450932,Demanding,
445670,NORTH LAMAR H S,TX,public,-0.47368155936423423,Average,-0.47368155936423423,Average,-0.4258430830476558,Average,
445672,LAPOYNOR H S,TX,public,-0.47231322215935295,Average,-0.47231322215935295,Average,-0.4319702059065693,Average,
445677,Bethel Christian Academy,,private,,,,,,,
445690,PREMONT COLLEGIATE H S,TX,public,0.3295991716533901,Demanding,0.3295991716533901,Demanding,-0.35143691841471864,Average,
445695,PRESIDIO H S,TX,public,0.3690502864262619,Demanding,-0.16235996300092342,Average,-0.176170679880306,Average,1.072713961598825
4457,Fashion Inst Design Mrchndsng,,private,,,,,,,
445710,PRINCETON SR H S,TX,public,-0.3000958108468537,Average,-0.3081838021705551,Average,-0.38359590175313096,Average,0.9130064305171463
445711,Good Shepherd Academy,,private,,,,,,,
445713,PROGRESO H S,TX,public,-0.6386955255237085,Average,-0.6386955255237085,Average,-0.6384455037707658,Below Average,
445715,PROSPER H S,TX,public,0.38631226776727645,Demanding,0.4404842634954691,Demanding,0.45545660526767884,Demanding,3.1057117629515596
445716,Grace Classical,,private,,,,,,,
445745,QUANAH H S,TX,public,0.305748831027512,Demanding,0.305748831027512,Demanding,0.08891800642658608,Demanding,
445750,QUEEN CITY H S,TX,public,-0.2763556521518415,Average,-0.27770949336944434,Average,-0.2638496365831399,Average,0.3114775031295033
445765,BOLES H S,TX,public,0.07801366541866885,Demanding,0.07801366541866885,Demanding,0.03962858717710658,Demanding,
445767,WH FORD H S,TX,public,-0.8285625613188106,Below Average,-0.7317717989573821,Average,-0.7023033718664737,Below Average,0.34899676266691537
445773,PASADENA MEMORIAL H S,TX,public,-0.09764253476121575,Demanding,-0.09439219322230248,Demanding,-0.09811381538912094,Average,1.5790800792776263
445775,QUITMAN H S,TX,public,-0.4807433859317516,Average,-0.4807433859317516,Average,-0.4915429554243684,Average,
445785,RALLS H S,TX,public,-0.3815751003477446,Average,-0.3815751003477446,Average,-0.3435020443648866,Average,
445788,RANDOLPH H S,TX,public,-0.2901377897101636,Average,-0.27110934965491107,Average,-0.2781181952535808,Average,0.9550789448746417
445789,Merriman Christian Schools,,private,,,,,,,
445790,RANGER H S,TX,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,-0.644538126613877,Below Average,
445800,RAYMONDVILLE H S,TX,public,-0.7131666731834996,Average,-0.7131666731834996,Average,-0.6757748373720804,Below Average,
445804,Ovilla Christian School,,private,,,,,,,
445805,RED OAK H S,TX,public,-0.29934317792612974,Average,-0.2897080800333909,Average,-0.2846574975631812,Average,1.3773734128976294
445810,REDWATER H S,TX,public,1.0084154180284446,Very Demanding,1.0084154180284446,Very Demanding,0.7191855525929368,Very Demanding,
445820,REFUGIO H S,TX,public,-0.4412555499149496,Average,-0.4412555499149496,Average,-0.3724908017795192,Average,
445832,RICE H S,TX,public,-0.08173940996335297,Demanding,-0.08173940996335297,Demanding,-0.03937256017170979,Average,
445837,Canyon Creek Christian Academy,,private,,,,,,,
445838,Dallas Learning Center,,private,,,,,,,
445839,PEARCE H S,TX,public,0.41568268259102675,Demanding,0.5155362819358629,Very Demanding,0.45505872846231704,Demanding,2.5941574398307305
445840,RICHARDSON H S,TX,public,0.3118408952813147,Demanding,0.38154916321983245,Demanding,0.3327779434625314,Demanding,2.279470104301984
445841,BERKNER H S,TX,public,-0.17359255001458732,Average,-0.12846703098178683,Average,-0.15897612670844355,Average,1.0827635414366605
445844,EVOLUTION ACADEMY CHARTER SCHOOL,TX,public,-1.013176937212516,Below Average,-1.013176937212516,Below Average,-0.8288575319131963,Below Average,
445845,North Dallas Adventist Acad,,private,,,,,,,
445848,WILLIAM B TRAVIS H S,TX,public,0.21419994059353908,Demanding,0.3107408744612573,Demanding,0.3062388218138916,Demanding,3.251346032479671
445849,Iant Quranic Academy,,private,0.060955692066649345,Demanding,0.07533066058521468,Demanding,0.07533066058521468,Demanding,0.4260910238986896
445850,Qalam Collegiate Academy,,private,1.438308765028109,Very Demanding,1.438308765028109,Very Demanding,1.438308765028109,Very Demanding,
445851,Knile Prep Academy,,private,,,,,,,
445852,Salam Academy,,private,,,,,,,
445856,FOSTER H S,TX,public,0.11497333899482509,Demanding,0.11497333899482509,Demanding,0.06523072643071803,Demanding,
445860,STEPHEN F AUSTIN H S,TX,public,0.5941841356029645,Very Demanding,0.7552445195031747,Very Demanding,0.7510953865681493,Very Demanding,3.9774202972888593
445862,GEORGE RANCH H S,TX,public,0.38399213854884084,Demanding,0.42319030922017953,Demanding,0.3694034854066295,Demanding,2.309731393252246
445865,RIESEL SCHOOL,TX,public,0.08916398667416323,Demanding,0.08916398667416323,Demanding,0.055094097178133246,Demanding,
445870,RIO GRANDE CITY H S,TX,public,-0.7219549299607128,Average,-0.6567368649925693,Average,-0.6722418472059584,Below Average,1.4508063044612662
445875,RIO HONDO H S,TX,public,0.11778506206607121,Demanding,0.11778506206607121,Demanding,0.12489033933464037,Demanding,
445880,RIO VISTA H S,TX,public,-0.4543762353943858,Average,-0.4543762353943858,Average,-0.4102650582066548,Average,
445885,RISING STAR H S,TX,public,-0.8235951435987597,Below Average,-0.8235951435987597,Below Average,-0.6814473907282174,Below Average,
445887,KAUFER H S,TX,public,1.6062418927080202,Most Demanding,1.6062418927080202,Most Demanding,0.9361100968377135,Very Demanding,
445889,JAMES M STEELE EARLY COLLEGE H S,TX,public,-0.18329995424375428,Average,-0.33406593563136205,Average,-0.36642365002606136,Average,1.1925747472207624
445895,ROBERT R VELA H S,TX,public,0.1420204134664894,Demanding,0.1420204134664894,Demanding,-0.07192937214229723,Average,
445900,ROBSTOWN EARLY COLLEGE H S,TX,public,-0.8252742706115463,Below Average,-0.5769611815776672,Average,-0.5685907520365665,Average,0.24672803345756056
445925,ROCKDALE H S,TX,public,-0.7150727393794937,Average,-0.6205776654323305,Average,-0.5983010562653794,Below Average,0.5370463098805356
445931,Lighthouse Christian School,,private,,,,,,,
445935,ROCKPORT-FULTON H S,TX,public,-0.47194606714526305,Average,-0.4595839962055142,Average,-0.41126210473281916,Average,1.063897919335429
445943,Heritage Christian Academy,,private,,,,,,,
445945,Rockwall Christian Academy,,private,,,,,,,
445952,ROCKWALL H S,TX,public,0.008638682324894315,Demanding,-0.027839970792944167,Demanding,-0.014418814201462266,Average,2.087399082013452
445955,ROGERS H S,TX,public,-1.0354522180762589,Below Average,-1.0354522180762589,Below Average,-0.8736924744673257,Below Average,
445965,ROMA H S,TX,public,-0.9806340315874897,Below Average,-1.0439695963890716,Below Average,-1.0200428142992197,Below Average,1.3710633463070945
445971,Rosanky Christian Academy,,private,,,,,,,
445980,ROSCOE COLLEGIATE H S,TX,public,1.6664795457336596,Most Demanding,1.6664795457336596,Most Demanding,0.771201527053569,Very Demanding,
445985,ROSEBUD-LOTT H S,TX,public,-0.18642133678175687,Average,-0.18642133678175687,Average,-0.3123629866665383,Average,
445997,B F TERRY H S,TX,public,-0.39995790560321604,Average,-0.23107835956677658,Average,-0.2413446227392393,Average,0.6791009573329836
446000,LAMAR CONS H S,TX,public,-0.26048058592521944,Average,-0.08186155953643799,Demanding,-0.10265031376750855,Average,1.08055728393529
446002,Living Water Christian School,,private,,,,,,,
446017,ROWLETT H S,TX,public,-0.12478571893507512,Average,0.009517007197067273,Demanding,-0.0677276455183044,Average,0.88750733628121
446018,Calvary Christian School,,private,,,,,,,
446025,ROUND ROCK H S,TX,public,0.8073865131100564,Very Demanding,0.9759802852395107,Very Demanding,0.9159600352221675,Very Demanding,4.1108633319164465
446026,Round Rock Christian Academy,,private,0.5124728375294616,Very Demanding,0.2655142811137789,Demanding,0.2655142811137789,Demanding,1.8622326461118097
446027,CEDAR RIDGE H S,TX,public,0.3387164581031886,Demanding,0.4114390550571848,Demanding,0.3983563388923896,Demanding,2.661578774434204
446037,STONY POINT H S,TX,public,-0.07521481336723035,Demanding,-0.04000062380373745,Demanding,0.029087158924176414,Demanding,1.538686292866953
446050,ROYSE CITY H S,TX,public,-0.6657002992839275,Average,-0.6215831075970079,Average,-0.5879113304712835,Average,0.8031861578765712
446060,RUNGE H S,TX,public,0.6414191320724666,Very Demanding,0.6414191320724666,Very Demanding,0.5528676630058712,Demanding,
446070,RUSK H S,TX,public,-0.20287779699174835,Average,-0.20287779699174835,Average,-0.12284377897196375,Average,
446075,SABINAL SECONDARY,TX,public,-0.7815807315026326,Below Average,-0.7815807315026326,Below Average,-0.5938382040337461,Below Average,
446082,SACHSE H S,TX,public,0.2319260783377255,Demanding,0.35629181302051494,Demanding,0.2965856467438854,Demanding,1.872900702282492
446083,S AND S CONS H S,TX,public,0.20653210055200405,Demanding,0.20653210055200405,Demanding,0.2249219393993411,Demanding,
446084,BOSWELL H S,TX,public,-0.023433813923788765,Demanding,0.023010608789912387,Demanding,0.01527783906081788,Demanding,2.167630284833363
446085,SAINT JO H S,TX,public,0.21605207475038907,Demanding,0.21605207475038907,Demanding,0.21627806443453695,Demanding,
446086,Liberty Baptist Christian Sch,,private,,,,,,,
446087,SAGINAW H S,TX,public,0.006738462174128379,Demanding,0.03946651608367191,Demanding,0.0240050907321126,Demanding,1.9082963309825274
446088,BYRON P STEELE II H S,TX,public,-0.24521835529482483,Average,-0.24894373925177382,Average,-0.25184917485656394,Average,1.5218059818280552
446090,SALADO H S,TX,public,-0.09351032821206166,Demanding,-0.07262407873516506,Demanding,-0.07100311977128113,Average,2.134272283668621
446091,Christian Acad Of San Antonio,,private,,,,,,,
446093,JOHNSON H S,TX,public,0.3718454597527609,Demanding,0.5536935444610989,Very Demanding,0.6084902234155474,Demanding,3.5640607790643375
446099,Ambleside School Of San Angelo,,private,,,,,,,
446101,Estrada Achievement Center,,private,,,,,,,
446103,COOPER ACADEMY AT NAVARRO,TX,public,-0.9227446216347222,Below Average,-0.9227446216347222,Below Average,-0.7883108541646244,Below Average,
446105,Cornerstone Christian Schools,,private,0.10286526349612399,Demanding,0.28884192919820734,Demanding,0.28884192919820734,Demanding,1.6989807664100836
446106,Angelo Christian School,,private,,,,,,,
446108,Cornerstone Christian School,,private,,,,,,,
446110,LAKE VIEW H S,TX,public,0.3799822564156917,Demanding,0.3799822564156917,Demanding,0.30088449233866627,Demanding,
446111,GRAPE CREEK H S,TX,public,-0.5180759785142733,Average,-0.5180759785142733,Average,-0.4070985741816636,Average,
446115,CENTRAL H S,TX,public,0.4462260136204788,Demanding,0.4462260136204788,Demanding,0.33806605767592257,Demanding,
446117,Alamo City Christian Academy,,private,,,,,,,
446118,ACADEMY OF CREATIVE ED,TX,public,,,,,,,
446120,ALAMO HEIGHTS H S,TX,public,0.6635517654710725,Very Demanding,0.8383895559722815,Very Demanding,0.7715536318998083,Very Demanding,3.5796435817188508
446121,River City Believers,,private,,,,,,,
446122,Antonian College Preparatory H,,private,0.1295973668797587,Demanding,0.2776070572465339,Demanding,0.2776070572465339,Demanding,1.9126310842265248
446123,Blessed Hope Academy,,private,,,,,,,
446124,Bbc Christian Academy,,private,,,,,,,
446125,POR VIDA ACADEMY CHARTER H S,TX,public,-1.324147555094183,Below Average,-1.324147555094183,Below Average,-0.644538126613877,Below Average,
446129,Christian School Castle Hills,,private,,,,,,,
446130,Central Catholic High School,,private,0.04535506574304033,Demanding,0.20041077137528082,Demanding,0.20041077137528082,Demanding,1.7615292305190298
446132,MACARTHUR H S,TX,public,-0.18056421378807613,Average,-0.08783712705676468,Demanding,-0.03127869202925539,Average,1.4220241444741955
446133,FRANK M TEJEDA ACADEMY,TX,public,-0.44935261730825427,Average,-0.44935261730825427,Average,-0.2696260104199074,Average,
446135,EAST CENTRAL H S,TX,public,-0.5580160293965859,Average,-0.40841209891845787,Average,-0.38727053389896016,Average,1.2287546612702103
446144,INTERNATIONAL SCHOOL OF AMERICA,TX,public,1.1147915405875877,Very Demanding,1.2551098033146706,Very Demanding,0.8497642458040146,Very Demanding,2.1995279798965086
446145,BRACKENRIDGE H S,TX,public,-0.44396432139376274,Average,-0.24470066472002144,Average,-0.26977317315179217,Average,0.5933474233713079
446146,Gateway Christian School,,private,,,,,,,
446147,San Antonio Christian HS,,private,0.1165526772271918,Demanding,-0.07293557381667433,Demanding,-0.07293557381667433,Average,1.0601251939485574
446148,HEALTH CAREERS H S,TX,public,0.8627905104293462,Very Demanding,1.2139982140772485,Very Demanding,1.1066232665766287,Very Demanding,4.200736051763574
446150,HARLANDALE H S,TX,public,-0.006784012229319221,Demanding,-0.006784012229319221,Demanding,0.09596452713030748,Demanding,
446151,HIGHLANDS H S,TX,public,-0.6646661423446021,Average,-0.5418056501368822,Average,-0.5394275004725773,Average,0.6774165276966536
446152,Holy Cross Of San Antonio,,private,,,,,,,
446153,HEALY-MURPHY CENTER,TX,private,,,,,-0.13483105525364725,Average,
446154,MADISON H S,TX,public,-0.07791036509078231,Demanding,-0.0033159033082015565,Demanding,-0.026973266407978536,Average,1.1197298508400828
446155,Incarnate Word High School,,private,0.1294133703841468,Demanding,0.15941122509206737,Demanding,0.15941122509206737,Demanding,2.0603634638621693
446156,JAY H S,TX,public,-0.017056103115976523,Demanding,0.12623922817238228,Demanding,0.11780223822854582,Demanding,1.4308872343680608
446157,JOHN F KENNEDY H S,TX,public,-0.5282603146546732,Average,-0.35511610266913435,Average,-0.3571743181864783,Average,0.5020628595316386
446158,Keystone School,,private,1.853710879138653,Most Demanding,2.2696085721388077,Most Demanding,2.2696085721388077,Most Demanding,5.375712717818541
446161,VIRGINIA ALLRED STACEY JR/SR H S,TX,public,1.5902136205990751,Most Demanding,1.5902136205990751,Most Demanding,1.202820744967249,Very Demanding,
446162,Kings Academy,,private,,,,,,,
446164,Lakeview Baptist Academy,,private,,,,,,,
446165,BURBANK H S,TX,public,-0.7153541870189737,Average,-0.58587604024358,Average,-0.47672640212942197,Average,0.3856995570155571
446166,Jubilee San Antonio,,private,,,,,,,
446167,Vanguard Institute,,private,,,,,,,
446170,MCCOLLUM H S,TX,public,-0.7380791421253392,Below Average,-0.556805717423793,Average,-0.5317299244185603,Average,0.547525244449858
446172,McCauley Baptist School,,private,,,,,,,
446173,Liberty Christian Academy,,private,,,,,,,
446174,JUDSON LEARNING ACAD,TX,public,,,,,,,
446175,MARSHALL H S,TX,public,-0.2426807673881172,Average,-0.17498009527624986,Average,-0.17275562074123382,Average,1.409902544014563
446177,MEMORIAL H S,TX,public,-0.5604867776861198,Average,-0.4027334727676001,Average,-0.403875235112907,Average,0.4707773292986811
446178,HOLMES H S,TX,public,-0.6758617172266193,Average,-0.6051317249054646,Average,-0.5996300494661047,Below Average,0.6415540143030093
446179,Ingram Hills Christian School,,private,,,,,,,
446180,LUTHERAN HIGH SCHOOL OF SAN ANTONIO,TX,private,0.276695423405491,Demanding,0.33922508322434236,Demanding,0.24441385552874445,Demanding,1.3475698613470577
446184,New Life Christian Academy,,private,,,,,,,
446186,WARREN H S,TX,public,-0.06795691026521658,Demanding,-0.026495572392815553,Demanding,-0.03089583093290399,Average,1.4275228382774012
446189,HARVEST ACADEMY,,private,,,,,,,
446200,Providence Catholic School,,private,-0.3021295810725331,Average,-0.1863088117165209,Average,-0.1863088117165209,Average,1.3120546991645774
446201,Rose Of Sharon Christian Acdmy,,private,,,,,,,
446202,Legacy Christian Academy,,private,,,,,,,
446203,LEGACY OF EDUCATIONAL EXCELLENCE H S,TX,public,0.32916447135229054,Demanding,0.4991400631939451,Demanding,0.4743763746765114,Demanding,2.4384359522345145
446204,ROBERT G COLE MIDDLE/HIGH SCHOOL,TX,public,-0.22353360684111212,Average,-0.10391820756926458,Demanding,-0.07509117392026801,Average,1.5906588039570249
446205,Saint Gerard Catholic High Sch,,private,,,,,,,
446206,St Francis Academy,,private,,,,,,,
446207,REAGAN H S,TX,public,1.0731316000454831,Very Demanding,1.2961340261084855,Very Demanding,1.0549983214938394,Very Demanding,3.849002900739279
446210,TEXANS CAN ACADEMY - SAN ANTONIO,TX,public,0.24127496515432167,Demanding,0.24127496515432167,Demanding,0.026357239206910854,Demanding,
446213,SOUTHWEST PREPARATORY SCHOOL-NORTHWEST,TX,public,1.3884600264727203,Very Demanding,1.3884600264727203,Very Demanding,1.0645617540561763,Very Demanding,
446220,Saint Marys Hall,,private,1.435335592584758,Very Demanding,1.7104227130848406,Most Demanding,1.7104227130848406,Very Demanding,4.891829952562419
446232,Scenic Hills Christian Academy,,private,,,,,,,
446235,HOUSTON H S,TX,public,-0.2048427824647793,Average,-0.2048427824647793,Average,-0.14777142143789426,Average,
446238,St Anthony Catholic HS,,private,-0.29980944049422603,Average,-0.21455146072235845,Average,-0.21455146072235845,Average,0.9744293742933711
446240,FOX TECHNICAL H S,TX,public,-0.20914252334206845,Average,-0.07685386597265279,Demanding,-0.15146295275800348,Average,0.5109925924266796
446244,Sonrise Christian School,,private,,,,,,,
446245,LANIER H S,TX,public,-0.004047292904261063,Demanding,-0.004047292904261063,Demanding,-0.05851718779809446,Average,
446248,Sunnybrook Christian Academy,,private,,,,,,,
446249,Stonewall Baptist Academy,,private,,,,,,,
446250,SOUTHSIDE H S,TX,public,-0.8702332828804336,Below Average,-0.7688034999706738,Below Average,-0.7381544958687708,Below Average,0.5575659112580149
446254,BRANDEIS H S,TX,public,0.6504582489654855,Very Demanding,0.8996300560591244,Very Demanding,0.8531588339358599,Very Demanding,3.8127288390438734
446255,Tmi Episcopal School Of Tx,,private,1.2227052910777194,Very Demanding,1.6090247691325898,Most Demanding,1.6090247691325898,Very Demanding,4.549403340760049
446258,ROOSEVELT H S,TX,public,0.15854428102850734,Demanding,0.23077338065404382,Demanding,0.20000996231594811,Demanding,1.8735289904323862
446260,EDISON H S,TX,public,-0.5035046406277277,Average,-0.3574526516084446,Average,-0.36653471223102946,Average,0.7705891846218555
446261,CLARK H S,TX,public,0.4510386065845031,Demanding,0.6355508371656853,Very Demanding,0.6070857416635114,Demanding,3.2502339263638014
446262,Atonement Academy,,private,,,,,,,
446263,SST SA COLLEGE PREP H S,TX,public,-0.09113177821335362,Demanding,-0.04721931158044182,Demanding,-0.06584605106844182,Average,1.4960183728108463
446265,JEFFERSON H S,TX,public,-0.748640103107926,Below Average,-0.6379515057332906,Average,-0.5673535412245194,Average,0.48150766792391525
446267,Trinity Christian Academy,,private,,,,,,,
446268,Town East Christian School,,private,,,,,,,
446269,Unipen Christian Academy,,private,,,,,,,
446271,TAFT H S,TX,public,0.8800491701241062,Very Demanding,0.8800491701241062,Very Demanding,0.7510667005460592,Very Demanding,
446272,Truth Christian Academy,,private,,,,,,,
446273,CHURCHILL H S,TX,public,0.48006999812452805,Demanding,0.6482923495583317,Very Demanding,0.6066565718990805,Demanding,2.6112565679430357
446274,Winston School San Antonio,,private,,,,,,,
446275,White Horse Christian Academy,,private,,,,,,,
446276,Zoe School,,private,,,,,,,
446281,YOUNG WOMEN'S LEADERSHIP ACADEMY,TX,public,1.373645243492567,Very Demanding,1.963573323875624,Most Demanding,1.7953547239475605,Very Demanding,4.969633552464219
446284,GREAT HEARTS MONTE VISTA NORTH,TX,public,0.6937112613358746,Very Demanding,0.6937112613358746,Very Demanding,0.392423146212412,Demanding,
446285,SAN AUGUSTINE H S,TX,public,-0.4745047965084493,Average,-0.4745047965084493,Average,-0.4280280149244763,Average,
446290,SAN BENITO H S,TX,public,-0.8028375683567579,Below Average,-0.651274691808146,Average,-0.6378898604842353,Below Average,0.5457328761855098
446292,SOUTH TEXAS ISD MEDICAL PROFESSIONS,TX,public,0.220514968147223,Demanding,0.5150839208641373,Very Demanding,0.4044441954377977,Demanding,1.5098531898719754
