rpopall_24,state,distid,name,stabrev,saepov5_17rv_24,rpop5_17v_24
18048,4,7240,Safford Unified District,AZ,650,3334
32578,4,7300,Sahuarita Unified District,AZ,565,6573
2085,4,5,Salome Consolidated Elementary District,AZ,26,74
8316,4,6960,San Carlos Unified District,AZ,773,2106
53,4,7380,San Fernando Elementary District,AZ,0,5
671,4,7430,San Simon Unified District,AZ,12,72
5109,4,6740,Sanders Unified District,AZ,330,928
1840,4,7500,Santa Cruz Elementary District,AZ,83,375
23103,4,7520,Santa Cruz Valley Unified District,AZ,886,4412
19520,4,7530,Santa Cruz Valley Union High School District,AZ,108,686
250580,4,7570,Scottsdale Unified District,AZ,1634,29181
18355,4,9733,Sedona-Oak Creek Joint Unified District,AZ,111,1001
1404,4,7630,Seligman Unified District,AZ,16,122
126,4,7680,Sentinel Elementary District,AZ,2,23
17924,4,7700,Show Low Unified District,AZ,484,2753
49128,4,1460,Sierra Vista Unified District,AZ,972,7397
547,4,7770,Skull Valley Elementary District,AZ,6,58
13260,4,7820,Snowflake Unified District,AZ,631,2887
2817,4,7860,Solomon Elementary District,AZ,52,364
30221,4,7890,Somerton Elementary District,AZ,1182,3979
1889,4,7920,Sonoita Elementary District,AZ,9,112
3712,4,8020,St. David Unified District,AZ,73,539
4022,4,8080,St. Johns Unified District,AZ,259,850
5032,4,8130,Stanfield Elementary District,AZ,95,572
91784,4,8170,Sunnyside Unified District,AZ,4503,17111
3548,4,8230,Superior Unified School District,AZ,52,449
11764,4,8280,Tanque Verde Unified District,AZ,67,1633
169260,4,8310,Tempe School District,AZ,2145,12324
338429,4,8340,Tempe Union High School District,AZ,1290,14484
8589,4,8410,Thatcher Unified District,AZ,234,1768
18011,4,8490,Tolleson Elementary District,AZ,553,2728
211075,4,8520,Tolleson Union High School District,AZ,1775,13185
17700,4,8550,Toltec Elementary District,AZ,191,1714
7146,4,8600,Tombstone Unified District,AZ,168,831
1650,4,5760,Tonto Basin Elementary District,AZ,42,103
2538,4,8640,Topock Elementary District,AZ,13,140
15080,4,8680,Tuba City Unified District,AZ,770,3022
498245,4,8800,Tucson Unified District,AZ,13174,66397
19741,4,8820,Union Elementary District,AZ,521,3340
71004,4,8850,Vail Unified District,AZ,793,14071
227,4,8880,Valentine Elementary District,AZ,6,31
3396,4,8910,Valley Union High School District,AZ,21,144
2075,4,22,Vernon Elementary District,AZ,74,196
181,4,9030,Walnut Grove Elementary District,AZ,0,6
261616,4,9060,Washington Elementary District,AZ,5441,28942
3349,4,9090,Wellton Elementary District,AZ,77,241
507,4,9120,Wenden Elementary District,AZ,20,47
14162,4,9160,Whiteriver Unified District,AZ,1284,3354
17320,4,9190,Wickenburg Unified District,AZ,157,1447
7212,4,9250,Willcox Unified District,AZ,246,1234
6151,4,9310,Williams Unified District,AZ,189,866
763,4,9360,Williamson Valley Elementary School District,AZ,7,60
4765,4,9390,Wilson Elementary District,AZ,167,566
10576,4,9430,Window Rock Unified District,AZ,787,2075
11231,4,9460,Winslow Unified District,AZ,468,2062
1185,4,9510,Yarnell Elementary District,AZ,14,77
866,4,9540,Young Elementary School District,AZ,14,79
766,4,9570,Yucca Elementary District,AZ,9,70
108931,4,9600,Yuma Elementary District,AZ,2409,10958
215499,4,9630,Yuma Union High School District,AZ,2240,12431
16162,5,2250,Alma School District,AR,444,3022
2862,5,2280,Alpena School District,AR,110,514
15068,5,2430,Arkadelphia School District,AR,413,2054
1389,5,2550,Armorel School District,AR,26,285
8580,5,2580,Ashdown School District,AR,303,1339
6644,5,2610,Atkins Public Schools,AR,292,1192
2799,5,2670,Augusta School District,AR,170,441
6865,5,2700,Bald Knob School District,AR,258,1181
2204,5,2730,Barton-Lexa School District,AR,131,386
20846,5,19,Batesville School District,AR,640,3634
7330,5,2790,Bauxite School District,AR,139,1372
3140,5,2820,Bay School District,AR,100,592
2827,5,32,Bearden School District,AR,81,488
19016,5,2880,Beebe School District,AR,590,3513
34012,5,2960,Benton School District,AR,675,6184
125028,5,3060,Bentonville Public Schools,AR,1186,23493
5255,5,3090,Bergman School District,AR,142,997
11286,5,3150,Berryville Public Schools,AR,455,2064
6486,5,3240,Bismarck Public Schools,AR,154,979
3103,5,3300,Blevins School District,AR,164,526
13655,5,3320,Blytheville School District,AR,803,2570
7543,5,3450,Booneville School District,AR,273,1258
2692,5,3480,Bradford School District,AR,100,482
3487,5,3630,Brinkley School District,AR,267,608
13282,5,3640,Brookland School District,AR,303,2744
59712,5,3690,Bryant Public Schools,AR,1169,11127
4616,5,3710,Buffalo Island Central School District,AR,113,814
57005,5,3750,Cabot Public Schools,AR,1075,10826
3366,5,3770,Caddo Hills School District,AR,160,535
3842,5,3840,Calico Rock School District,AR,79,363
16314,5,6060,Camden Fairview School District,AR,670,2582
4010,5,3960,Carlisle School District,AR,86,636
8593,5,4050,Cave City School District,AR,294,1439
5467,5,70,Cedar Ridge School District,AR,169,1019
4899,5,4080,Cedarville School District,AR,114,795
5115,5,6690,Centerpoint School District,AR,195,967
5010,5,4200,Charleston School District,AR,97,888
3003,5,4350,Clarendon School District,AR,131,497
14694,5,4380,Clarksville School District,AR,609,2687
4542,5,67,Cleveland County School District,AR,133,704
8484,5,4410,Clinton School District,AR,275,1300
4196,5,4560,Concord Public Schools,AR,102,649
81537,5,4590,Conway Public Schools,AR,1683,12194
6044,5,9,Corning Public Schools,AR,190,946
4810,5,405,Cossatot River School District,AR,188,909
4604,5,4680,Cotter School District,AR,151,715
3379,5,4740,County Line School District,AR,92,576
3241,5,7740,Cross County School District,AR,92,529
10112,5,4800,Crossett School District,AR,550,1729
3779,5,4860,Cutter-Morning Star School District,AR,111,653
3504,5,4890,Danville School District,AR,119,622
10201,5,4930,Dardanelle Public Schools,AR,447,1739
12324,5,49,De Queen School District,AR,518,2565
7541,5,1,DeWitt School District,AR,244,1210
3925,5,4980,Decatur School District,AR,90,735
2070,5,72,Deer/Mount Judea School District,AR,62,285
3152,5,5170,Dermott School District,AR,163,450
3459,5,5190,Des Arc Public Schools,AR,109,576
2476,5,5340,Dierks School District,AR,76,411
8217,5,5430,Dover School District,AR,282,1453
6022,5,5470,Drew Central School District,AR,151,913
10102,5,5500,Dumas School District,AR,331,1134
2313,5,5550,Earle School District,AR,194,454
3969,5,5580,East End School District,AR,130,675
3095,5,48,East Poinsett County School District,AR,133,560
23634,5,5680,El Dorado School District,AR,934,4194
6097,5,5760,Elkins School District,AR,143,1147
5157,5,68,Emerson-Taylor-Bradley School District,AR,239,826
3811,5,5850,England School District,AR,120,603
8747,5,5970,Eureka Springs School District,AR,204,807
14144,5,6090,Farmington School District,AR,231,2652
108373,5,6120,Fayetteville School District,AR,1722,13854
7740,5,6150,Flippin School District,AR,210,1041
4327,5,6210,Fordyce School District,AR,192,714
2510,5,6240,Foreman School District,AR,93,422
18506,5,6270,Forrest City School District,AR,1091,2734
92878,5,6330,Fort Smith Public Schools,AR,2873,15649
5538,5,6360,Fouke School District,AR,171,1122
16594,5,6420,Fountain Lake School District,AR,206,1381
4604,5,4110,Genoa Central School District,AR,149,904
9327,5,6540,Gentry Public Schools,AR,173,1730
5548,5,6630,Glen Rose School District,AR,115,961
4349,5,29,Gosnell School District,AR,183,872
18501,5,6840,Gravette School District,AR,247,2486
7797,5,6870,Green Forest School District,AR,304,1543
18785,5,6900,Greenbrier School District,AR,340,3873
20925,5,13080,Greene County Technical School District,AR,396,3624
6742,5,6930,Greenland Public Schools,AR,153,1098
21604,5,6990,Greenwood School District,AR,328,4014
3682,5,7110,Gurdon School District,AR,168,667
2618,5,7140,Guy-Perkins Schools,AR,59,471
5572,5,7170,Hackett Public Schools,AR,103,932
7681,5,42,Hamburg School District,AR,246,1294
3680,5,7230,Hampton School District,AR,79,478
4283,5,7290,Harmony Grove School District,AR,89,723
6220,5,7320,Harmony Grove School District,AR,83,1057
6518,5,7350,Harrisburg School District,AR,302,1163
21818,5,7380,Harrison School District,AR,540,3545
4337,5,7530,Hazen School District,AR,152,697
12052,5,7560,Heber Springs School District,AR,300,1723
3761,5,7620,Hector School District,AR,162,741
9850,5,7680,Helena-West Helena School District,AR,1242,1867
2242,5,7710,Hermitage School District,AR,76,426
13002,5,7770,Highland School District,AR,463,1807
3804,5,71,Hillcrest School District,AR,181,712
13286,5,7840,Hope School District,AR,576,2530
3537,5,7860,Horatio School District,AR,146,747
29758,5,7890,Hot Springs School District,AR,1011,3894
3503,5,7990,Hoxie School District,AR,203,592
16763,5,8130,Huntsville School District,AR,472,2905
5128,5,21,Izard Cty Consolidated Schools,AR,170,713
4136,5,13230,Jackson County School District,AR,173,752
39069,5,419,Jacksonville North Pulaski School District,AR,1556,6810
5217,5,8240,Jasper School District,AR,187,746
7330,5,7920,Jessieville School District,AR,129,780
39335,5,8280,Jonesboro Public Schools,AR,2246,7113
2923,5,8340,Junction City School District,AR,56,509
2454,5,8490,Kirby School District,AR,102,397
4354,5,65,Lafayette County School District,AR,164,644
27007,5,8610,Lake Hamilton School District,AR,785,4515
6744,5,8640,Lakeside School District,AR,353,1189
18753,5,8670,Lakeside School District,AR,316,2912
7220,5,8700,Lamar School District,AR,200,1249
5028,5,8730,Lavaca Public Schools,AR,92,895
7898,5,82,Lawrence County School District,AR,239,1225
3153,5,3420,Lead Hill School District,AR,101,450
8104,5,9360,Lee County School District,AR,488,1004
7256,5,8940,Lincoln School District,AR,227,1349
182053,5,9000,Little Rock School District,AR,6765,30207
9705,5,9060,Lonoke School District,AR,278,1589
2527,5,9150,Magazine Schools,AR,87,440
3109,5,9190,Magnet Cove School District,AR,56,512
18855,5,44,Magnolia School District,AR,663,2841
18059,5,9240,Malvern Special School District,AR,476,2265
3066,5,9270,Mammoth Spring Schools,AR,93,498
4763,5,46,Manila School District,AR,76,886
5409,5,9330,Mansfield School District,AR,146,992
21022,5,9390,Marion School District,AR,865,4289
3195,5,9420,Marked Tree School District,AR,202,524
3960,5,16,Marmaduke School District,AR,93,714
2667,5,9510,Marvell School District,AR,168,448
6387,5,9540,Mayflower School District,AR,136,941
3398,5,9570,Maynard School District,AR,162,677
2828,5,9600,McCrory School District,AR,124,490
5585,5,9630,McGehee School District,AR,312,1075
5369,5,9720,Melbourne School District,AR,159,771
12729,5,9750,Mena Public Schools,AR,477,2049
3962,5,20,Midland School District,AR,118,727
3223,5,9780,Mineral Springs School District,AR,112,562
10172,5,9840,Monticello School District,AR,433,1693
3840,5,9990,Mount Ida School District,AR,98,465
3365,5,10080,Mount Vernon-Enola School District,AR,88,617
34510,5,43,Mountain Home School District,AR,789,4404
4159,5,10170,Mountain Pine School District,AR,142,697
12569,5,10200,Mountain View School District,AR,462,1821
4322,5,10260,Mountainburg Schools,AR,129,682
3922,5,10290,Mulberry School District,AR,98,622
8873,5,10380,Nashville School District,AR,400,1681
2307,5,10410,Nemo Vista School District,AR,87,379
30410,5,10440,Nettleton School District,AR,1200,4751
2477,5,30,Nevada School District,AR,151,399
11065,5,23,Newport School District,AR,525,1443
3931,5,10560,Norfork Schools,AR,117,543
53823,5,10680,North Little Rock School District,AR,2394,9124
2827,5,10920,Omaha School District,AR,56,431
6548,5,10950,Osceola School District,AR,389,1210
3981,5,73,Ouachita River School District,AR,128,578
2008,5,10980,Ouachita School District,AR,41,317
4716,5,76,Ozark Mountain School District,AR,253,817
10498,5,11010,Ozark School District,AR,335,1729
1768,5,51,Palestine-Wheatley School District,AR,47,292
3375,5,11070,Pangburn School District,AR,109,556
22595,5,17,Paragould School District,AR,596,3981
6761,5,11130,Paris School District,AR,201,1001
2672,5,11220,Parkers Chapel School District,AR,60,587
11362,5,3030,Pea Ridge School District,AR,181,2408
5090,5,11340,Perryville School District,AR,128,828
5273,5,11370,Piggott School District,AR,145,825
35947,5,26,Pine Bluff School District,AR,1691,5343
12530,5,11610,Pocahontas School District,AR,535,2241
6821,5,11700,Pottsville Public Schools,AR,221,1518
1236,5,11730,Poyen School District,AR,33,206
13705,5,11760,Prairie Grove School District,AR,254,2734
4875,5,11820,Prescott School District,AR,201,842
132624,5,11850,Pulaski County Special School District,AR,2999,22522
5259,5,11880,Quitman School District,AR,115,799
3671,5,4370,Rector School District,AR,107,585
5113,5,45,Rivercrest School District,AR,140,890
4526,5,12,Riverside School District,AR,133,895
7579,5,8400,Riverview School District,AR,377,1284
110600,5,11970,Rogers Public Schools,AR,2165,19452
4465,5,12000,Rose Bud School District,AR,128,796
39211,5,12060,Russellville Schools,AR,1436,6191
5012,5,12090,Salem School District,AR,173,851
2274,5,12180,Scranton School District,AR,49,394
6408,5,9480,Searcy County School District,AR,272,984
33823,5,12210,Searcy School District,AR,946,5333
27371,5,15,Sheridan School District,AR,525,4690
4195,5,12420,Shirley School District,AR,109,463
27469,5,12450,Siloam Springs Schools,AR,559,5144
4027,5,12480,Sloan-Hendrix School District,AR,143,652
5992,5,12510,Smackover-Norphlet School District,AR,146,1030
16061,5,12520,South Conway County School District,AR,533,2729
4629,5,10320,South Pike County School District,AR,154,711
3273,5,12570,South Side-Bee Branch School District,AR,95,543
5804,5,12540,Southside School District,AR,179,1066
1421,5,12630,Spring Hill School District,AR,77,299
119188,5,12660,Springdale School District,AR,3749,23949
8086,5,28,Star City School District,AR,299,1292
2500,5,12930,Strong School District,AR,70,406
8823,5,12960,Stuttgart School District,AR,480,1574
31497,5,13110,Texarkana School District,AR,1884,5310
9327,5,47,Trumann Schools,AR,565,1671
6313,5,79,Two Rivers School District,AR,231,1065
4792,5,13350,Valley Springs School District,AR,134,954
13169,5,13380,Valley View School District,AR,295,3027
34341,5,13410,Van Buren School District,AR,1022,6021
17184,5,13530,Vilonia School District,AR,349,3482
3296,5,13560,Viola School District,AR,102,541
8262,5,13680,Waldron School District,AR,348,1385
7677,5,6,Warren School District,AR,374,1381
14113,5,13930,Watson Chapel School District,AR,574,2101
6033,5,14010,West Fork School District,AR,117,992
24932,5,8040,West Memphis School District,AR,1848,4837
4496,5,14040,West Side School District,AR,108,544
2355,5,41,Western Yell County School District,AR,77,417
9619,5,4020,Westside Consolidated School District,AR,283,1843
3662,5,14020,Westside School District,AR,146,645
3800,5,4170,White County Central School District,AR,153,733
13298,5,14140,White Hall School District,AR,456,2404
2892,5,14370,Wonderview School District,AR,82,513
2513,5,14400,Woodlawn School District,AR,66,425
13090,5,14430,Wynne Public Schools,AR,569,2361
6466,5,14490,Yellville-Summit School District,AR,223,986
104130,6,1620,ABC Unified School District,CA,1774,16060
119606,6,1650,Acalanes Union High School District,CA,180,6286
3040,6,1680,Ackerman Elementary School District,CA,27,305
11965,6,1,Acton-Agua Dulce Unified School District,CA,187,1736
66762,6,1710,Adelanto Elementary School District,CA,1824,7766
76731,6,1770,Alameda City Unified School District,CA,619,10814
19870,6,1860,Albany City Unified School District,CA,111,2905
756,6,1890,Alexander Valley Union School District,CA,2,35
162955,6,153,Alhambra Unified School District,CA,2296,16102
59969,6,1950,Alisal Union Elementary School District,CA,1753,7656
564,6,1980,Allensworth Elementary School District,CA,37,108
1288,6,2010,Alpaugh Unified School District,CA,72,337
1099,6,2070,Alpine County Unified School District,CA,30,127
18883,6,2100,Alpine Union Elementary School District,CA,124,2068
55063,6,2160,Alta Loma Elementary School District,CA,511,5675
3155,6,2220,Alta Vista Elementary School District,CA,260,496
1839,6,2250,Alta-Dutch Flat Union Elementary School District,CA,11,135
111805,6,2310,Alum Rock Union Elementary School District,CA,1599,12225
1693,6,2360,Alview-Dairyland Union Elementary School District,CA,58,270
598,6,2370,Alvina Elementary School District,CA,28,82
116323,6,2430,Alvord Unified School District,CA,2326,20629
42026,6,2450,Amador County Unified School District,CA,577,4849
200999,6,2610,Anaheim Elementary School District,CA,2936,17497
396372,6,2630,Anaheim Union High School District,CA,4498,31252
40390,6,2700,Anderson Union High School District,CA,297,2453
3106,6,2730,Anderson Valley Unified School District,CA,75,487
6016,6,2760,Antelope Elementary School District,CA,132,625
398467,6,2820,Antelope Valley Union Joint High School District,CA,4566,27880
120675,6,2850,Antioch Unified School District,CA,3334,21168
85538,6,17,Apple Valley Unified School District,CA,3138,16178
56088,6,2970,Arcadia Unified School District,CA,852,9083
14678,6,3000,Arcata Elementary School District,CA,137,825
4856,6,3060,Arcohe Union Elementary School District,CA,41,493
3664,6,3090,Arena Union Elementary School District,CA,65,296
7364,6,3180,Armona Union Elementary School District,CA,222,1183
10132,6,91136,Aromas-San Juan Unified School District,CA,126,1502
20075,6,3270,Arvin Union School District,CA,1218,3656
37183,6,3300,Atascadero Unified School District,CA,461,5465
38351,6,3420,Atwater Elementary School District,CA,1221,5297
36820,6,3480,Auburn Union Elementary School District,CA,252,3057
67808,6,3600,Azusa Unified School District,CA,1595,10634
554,6,3610,Baker Valley Unified School District,CA,4,120
204159,6,3630,Bakersfield City School District,CA,10630,31518
69647,6,3690,Baldwin Park Unified School District,CA,2003,11645
1445,6,3720,Ballard Elementary School District,CA,4,126
2045,6,3750,Ballico-Cressey Elementary School District,CA,53,284
1242,6,3780,Bangor Union Elementary School District,CA,18,139
36579,6,3840,Banning Unified School District,CA,705,5479
10016,6,2571,Banta Unified School District,CA,108,1876
36011,6,4020,Barstow Unified School District,CA,2135,7649
11806,6,4080,Bass Lake Joint Union Elementary School District,CA,172,1044
25685,6,4110,Bassett Unified School District,CA,732,4219
6004,6,4200,Bayshore Elementary School District,CA,40,566
19409,6,4230,Bear Valley Unified School District,CA,204,2612
18697,6,4260,Beardsley Elementary School District,CA,774,2246
68470,6,4290,Beaumont Unified School District,CA,846,11885
3858,6,4350,Bella Vista Elementary School District,CA,45,343
1734,6,4500,Belleview Elementary School District,CA,28,162
26801,6,4380,Bellevue Union School District,CA,318,2622
81715,6,4440,Bellflower Unified School District,CA,1872,13727
43731,6,4530,Belmont-Redwood Shores Elementary School District,CA,148,4554
27271,6,4620,Benicia Unified School District,CA,190,4287
9965,6,4650,Bennett Valley Union Elementary School District,CA,34,678
121861,6,4740,Berkeley Unified School District,CA,516,10299
83309,6,4800,Berryessa Union Elementary School District,CA,532,7826
31960,6,4830,Beverly Hills Unified School District,CA,495,4378
348,6,4860,Big Creek Elementary School District,CA,5,45
504,6,4890,Big Lagoon Union Elementary School District,CA,6,37
5306,6,91137,Big Oak Flat-Groveland Unified School District,CA,63,526
1915,6,4950,Big Pine Unified School District,CA,44,307
1828,6,4980,Big Springs Union Elementary School District,CA,29,182
308,6,31,Big Sur Unified School District,CA,11,49
1426,6,5010,Big Valley Joint Unified School District,CA,42,215
3608,6,5040,Biggs Unified School District,CA,75,722
13091,6,1409,Bishop Unified School District,CA,267,1941
219,6,5190,Bitterwater-Tully Union Elementary School District,CA,2,37
4537,6,5220,Black Butte Union Elementary School District,CA,53,325
13366,6,5240,Black Oak Mine Unified School District,CA,134,1678
234,6,5250,Blake Elementary School District,CA,0,21
752,6,5280,Blochman Union Elementary School District,CA,15,76
2262,6,5400,Blue Lake Union Elementary School District,CA,22,183
372,6,5490,Bogus Elementary School District,CA,7,24
2100,6,5520,Bolinas-Stinson Union Elementary School District,CA,11,131
61720,6,5610,Bonita Unified School District,CA,697,9598
3165,6,5640,Bonny Doon Union Elementary School District,CA,15,203
19598,6,1426,Bonsall Unified School District,CA,193,3132
3389,6,5700,Borrego Springs Unified School District,CA,22,359
371,6,5730,Bradley Union Elementary School District,CA,6,37
27371,6,5790,Brawley Elementary School District,CA,1190,4245
29896,6,5820,Brawley Union High School District,CA,550,2171
42787,6,5880,Brea-Olinda Unified School District,CA,462,6964
68073,6,5910,Brentwood Union Elementary School District,CA,611,9055
19944,6,5940,Bret Harte Union High School District,CA,113,818
555,6,6000,Bridgeville Elementary School District,CA,15,56
3053,6,6030,Briggs Elementary School District,CA,64,387
8689,6,6060,Brisbane Elementary School District,CA,37,700
3613,6,6090,Brittan Elementary School District,CA,30,433
882,6,6100,Browns Elementary School District,CA,11,109
42723,6,6270,Buckeye Union Elementary School District,CA,315,5167
6040,6,6330,Buellton Union Elementary School District,CA,47,699
49969,6,6360,Buena Park Elementary School District,CA,758,5280
458,6,6420,Buena Vista Elementary School District,CA,20,56
104523,6,6450,Burbank Unified School District,CA,1396,13896
31726,6,6480,Burlingame Elementary School District,CA,195,3495
721,6,6510,Burnt Ranch Elementary School District,CA,12,60
562,6,6540,Burrel Union Elementary School District,CA,11,86
18931,6,6570,Burton Elementary School District,CA,704,2989
1698,6,6580,Butte Valley Unified School District,CA,79,309
1878,6,6690,Butteville Union Elementary School District,CA,30,202
1832,6,6720,Buttonwillow Union Elementary School District,CA,39,306
15196,6,6750,Byron Union Elementary School District,CA,130,1688
25385,6,6780,Cabrillo Unified School District,CA,134,3361
171597,6,6810,Cajon Valley Union Elementary School District,CA,4151,19242
26561,6,6870,Calaveras Unified School District,CA,447,3751
39947,6,6900,Calexico Unified School District,CA,1945,8274
899,6,6960,Caliente Union Elementary School District,CA,25,101
8765,6,6990,Calipatria Unified School District,CA,299,1273
6541,6,7020,Calistoga Joint Unified School District,CA,58,864
31267,6,7140,Cambrian Elementary School District,CA,127,3311
4969,6,7170,Camino Union Elementary School District,CA,52,422
99651,6,7200,Campbell Union Elementary School District,CA,654,8908
231746,6,7230,Campbell Union High School District,CA,508,10031
755,6,7260,Camptonville Elementary School District,CA,14,67
207,6,7350,Canyon Elementary School District,CA,0,12
978,6,7410,Capay Joint Union Elementary School District,CA,34,117
359583,6,7440,Capistrano Unified School District,CA,3524,56578
11933,6,7470,Cardiff Elementary School District,CA,56,868
78312,6,7500,Carlsbad Unified School District,CA,664,12229
22787,6,7530,Carmel Unified School District,CA,146,2928
17874,6,7560,Carpinteria Unified School District,CA,302,2566
8823,6,67,Caruthers Unified School District,CA,340,1454
16362,6,7680,Cascade Union Elementary School District,CA,353,1960
28664,6,7740,Castaic Union School District,CA,127,2211
306,6,7770,Castle Rock Union Elementary School District,CA,3,24
52024,6,7800,Castro Valley Unified School District,CA,404,8756
2770,6,7840,Cayucos Elementary School District,CA,20,180
29959,6,7900,Center Joint Unified School District,CA,866,5925
144054,6,7920,Centinela Valley Union High School District,CA,1430,7836
41930,6,7950,Central Elementary School District,CA,680,4790
82461,6,7970,Central Unified School District,CA,3966,17527
10227,6,7980,Central Union Elementary School District,CA,137,1654
60290,6,8010,Central Union High School District,CA,1015,4251
56310,6,8070,Centralia Elementary School District,CA,560,4357
58113,6,8130,Ceres Unified School District,CA,2512,12371
427828,6,8160,Chaffey Joint Union High School District,CA,3119,25875
36721,6,8190,Charter Oak Unified School District,CA,588,5633
4538,6,8250,Chatom Union Elementary School District,CA,118,685
4871,6,116,Chawanakee Unified School District,CA,84,727
1155,6,8340,Chicago Park Elementary School District,CA,11,72
118247,6,8370,Chico Unified School District,CA,2609,16773
193046,6,8460,Chino Valley Unified School District,CA,3363,32824
23394,6,8520,Chowchilla Elementary School District,CA,625,2698
25086,6,8550,Chowchilla Union High School District,CA,260,1241
1895,6,8580,Chualar Union Elementary School District,CA,44,313
316025,6,8610,Chula Vista Elementary School District,CA,3208,28733
185,6,8640,Cienega Union Elementary School District,CA,1,14
2560,6,8700,Cinnabar Elementary School District,CA,22,225
42801,6,8760,Claremont Unified School District,CA,427,5809
428,6,8850,Clay Joint Elementary School District,CA,10,60
1713,6,8880,Clear Creek Elementary School District,CA,35,142
11078,6,8970,Cloverdale Unified School District,CA,84,1552
235221,6,9030,Clovis Unified School District,CA,5780,45967
90721,6,9070,Coachella Valley Unified School District,CA,2771,18896
25596,6,9120,Coalinga-Huron Unified School District,CA,818,4797
9330,6,49,Coast Unified School District,CA,95,678
182,6,9240,Coffee Creek Elementary School District,CA,3,11
3349,6,9270,Cold Spring Elementary School District,CA,5,185
5666,6,9300,Colfax Elementary School District,CA,33,523
6319,6,9330,College Elementary School District,CA,49,477
119484,6,9390,Colton Joint Unified School District,CA,3729,22630
9363,6,9450,Columbia Elementary School District,CA,112,1077
6293,6,9480,Columbia Union Elementary School District,CA,85,604
254,6,9510,Columbine Elementary School District,CA,11,46
7926,6,9570,Colusa Unified School District,CA,205,1506
153479,6,9620,Compton Unified School District,CA,6597,29956
134297,6,9640,Conejo Valley Unified School District,CA,1523,20282
23581,6,9690,Corcoran Joint Unified School District,CA,799,3484
15094,6,9780,Corning Union Elementary School District,CA,490,1986
17714,6,9810,Corning Union High School District,CA,250,1156
293484,6,9850,Corona-Norco Unified School District,CA,3997,53107
22411,6,9870,Coronado Unified School District,CA,146,2819
56260,6,9940,Cotati-Rohnert Park Unified School District,CA,554,7485
8867,6,9990,Cottonwood Union Elementary School District,CA,108,1105
79148,6,10050,Covina-Valley Unified School District,CA,1455,12304
31721,6,16300,Cucamonga Elementary School District,CA,565,3431
756,6,10230,Cuddeback Union Elementary School District,CA,9,75
